Name	Description
ENSG00000198523.5	PLN
ENSG00000111885.5	MAN1A1
ENSG00000152661.7	GJA1
ENSG00000111897.6	SERINC1
ENSG00000111906.13	HDDC2
ENSG00000111911.5	HINT3
ENSG00000118518.11	RNF146
ENSG00000196569.7	LAMA2
ENSG00000079819.12	EPB41L2
ENSG00000118523.5	CTGF
ENSG00000112303.9	VNN2
ENSG00000112306.7	RPS12
ENSG00000118515.7	SGK1
ENSG00000029363.11	BCLAF1
ENSG00000027697.8	IFNGR1
ENSG00000118503.10	TNFAIP3
ENSG00000112378.11	PERP
ENSG00000024862.12	CCDC28A
ENSG00000164442.8	CITED2
ENSG00000135521.8	LTV1
ENSG00000169976.5	SF3B5
ENSG00000118508.4	RAB32
ENSG00000111961.12	SASH1
ENSG00000055208.13	TAB2
ENSG00000055211.8	GINM1
ENSG00000120265.12	PCMT1
ENSG00000131016.12	AKAP12
ENSG00000130340.10	SNX9
ENSG00000146433.8	TMEM181
ENSG00000146425.6	DYNLT1
ENSG00000092820.13	EZR
ENSG00000112096.12	SOD2
ENSG00000146457.10	WTAP
ENSG00000120438.7	TCP1
ENSG00000112110.5	MRPL18
ENSG00000197081.8	IGF2R
ENSG00000112531.12	QKI
ENSG00000060762.14	MPC1
ENSG00000071242.7	RPS6KA2
ENSG00000026297.11	RNASET2
ENSG00000130396.16	MLLT4
ENSG00000112562.14	SMOC2
ENSG00000186340.10	THBS2
ENSG00000130024.10	PHF10
ENSG00000008018.8	PSMB1
ENSG00000177706.8	FAM20C
ENSG00000197461.9	PDGFA
ENSG00000188191.10	PRKAR1B
ENSG00000164828.13	SUN1
ENSG00000146540.10	C7orf50
ENSG00000164877.14	MICALL2
ENSG00000164880.11	INTS1
ENSG00000198517.5	MAFK
ENSG00000106263.13	EIF3B
ENSG00000106009.11	BRAT1
ENSG00000136295.10	TTYH3
ENSG00000146535.9	GNA12
ENSG00000242802.2	AP5Z1
ENSG00000157954.10	WIPI2
ENSG00000182095.10	TNRC18
ENSG00000075624.9	ACTB
ENSG00000075618.13	FSCN1
ENSG00000086232.8	EIF2AK1
ENSG00000008256.11	CYTH3
ENSG00000136238.13	RAC1
ENSG00000136240.5	KDELR2
ENSG00000260054.1	RP11-611L7.1
ENSG00000189043.5	NDUFA4
ENSG00000136261.10	BZW2
ENSG00000106537.7	TSPAN13
ENSG00000106541.7	AGR2
ENSG00000196683.6	TOMM7
ENSG00000136235.11	GPNMB
ENSG00000164548.6	TRA2A
ENSG00000172115.4	CYCS
ENSG00000122566.16	HNRNPA2B1
ENSG00000122565.14	CBX3
ENSG00000106049.4	HIBADH
ENSG00000106052.9	TAX1BP1
ENSG00000136193.12	SCRN1
ENSG00000180354.11	C7orf41
ENSG00000006625.13	GGCT
ENSG00000106105.9	GARS
ENSG00000241644.2	INMT
ENSG00000240583.6	AQP1
ENSG00000122642.6	FKBP9
ENSG00000122545.13	SEPT7
ENSG00000106483.7	SFRP4
ENSG00000086289.7	EPDR1
ENSG00000106588.6	PSMA2
ENSG00000106605.6	BLVRA
ENSG00000062582.9	MRPS24
ENSG00000136279.14	DBNL
ENSG00000106624.4	AEBP1
ENSG00000106628.6	POLD2
ENSG00000106631.4	MYL7
ENSG00000106636.3	YKT6
ENSG00000136271.6	DDX56
ENSG00000158604.10	TMED4
ENSG00000105953.10	OGDH
ENSG00000122515.10	ZMIZ2
ENSG00000196262.9	PPIA
ENSG00000105968.14	H2AFV
ENSG00000136280.11	CCM2
ENSG00000136270.9	TBRG4
ENSG00000122679.4	RAMP3
ENSG00000146674.10	IGFBP3
ENSG00000136205.12	TNS3
ENSG00000183696.9	UPP1
ENSG00000132432.9	SEC61G
ENSG00000146729.5	GBAS
ENSG00000146731.6	CCT6A
ENSG00000129103.13	SUMF2
ENSG00000106153.12	CHCHD2
ENSG00000169919.12	GUSB
ENSG00000126522.12	ASL
ENSG00000106609.12	TMEM248
ENSG00000126524.5	SBDS
ENSG00000225648.1	SBDSP1
ENSG00000009954.6	BAZ1B
ENSG00000106635.3	BCL7B
ENSG00000009950.11	MLXIPL
ENSG00000071462.7	WBSCR22
ENSG00000165215.5	CLDN3
ENSG00000189143.8	CLDN4
ENSG00000049540.12	ELN
ENSG00000106682.10	EIF4H
ENSG00000005486.12	RHBDD2
ENSG00000127948.9	POR
ENSG00000189077.6	TMEM120A
ENSG00000146701.7	MDH2
ENSG00000106211.8	HSPB1
ENSG00000170027.5	YWHAG
ENSG00000127951.5	FGL2
ENSG00000127947.11	PTPN12
ENSG00000135218.13	CD36
ENSG00000135164.14	DMTF1
ENSG00000075142.9	SRI
ENSG00000127954.8	STEAP4
ENSG00000157259.6	GATAD1
ENSG00000127920.5	GNG11
ENSG00000164692.13	COL1A2
ENSG00000127990.11	SGCE
ENSG00000242265.1	PEG10
ENSG00000105854.8	PON2
ENSG00000004799.7	PDK4
ENSG00000127922.5	SHFM1
ENSG00000070669.12	ASNS
ENSG00000164713.5	BRI3
ENSG00000241685.4	ARPC1A
ENSG00000130429.8	ARPC1B
ENSG00000106244.8	PDAP1
ENSG00000106245.5	BUD31
ENSG00000241468.3	ATP5J2
ENSG00000197343.6	ZNF655
ENSG00000160862.8	AZGP1
ENSG00000168090.5	COPS6
ENSG00000166508.13	MCM7
ENSG00000106290.10	TAF6
ENSG00000188186.6	LAMTOR4
ENSG00000121716.14	PILRB
ENSG00000146834.9	MEPCE
ENSG00000160813.2	PPP1R35
ENSG00000166925.4	TSC22D4
ENSG00000205307.6	SAP25
ENSG00000077454.11	LRCH4
ENSG00000106333.8	PCOLCE
ENSG00000106330.7	MOSPD3
ENSG00000172354.5	GNB2
ENSG00000146830.9	GIGYF1
ENSG00000172336.4	POP7
ENSG00000196411.5	EPHB4
ENSG00000087077.7	TRIP6
ENSG00000087087.14	SRRT
ENSG00000260336.1	RP11-395B7.7
ENSG00000106366.7	SERPINE1
ENSG00000106367.9	AP1S1
ENSG00000106397.7	PLOD3
ENSG00000214253.4	FIS1
ENSG00000128563.9	PRKRIP1
ENSG00000161036.6	LRWD1
ENSG00000005075.11	POLR2J
ENSG00000267368.1	UPK3BL
ENSG00000105819.9	PMPCB
ENSG00000161057.6	PSMC2
ENSG00000005483.15	KMT2E
ENSG00000008282.3	SYPL1
ENSG00000105835.7	NAMPT
ENSG00000005249.8	PRKAR2B
ENSG00000105856.9	HBP1
ENSG00000091140.8	DLD
ENSG00000091136.9	LAMB1
ENSG00000128590.4	DNAJB9
ENSG00000006652.9	IFRD1
ENSG00000135269.13	TES
ENSG00000105971.10	CAV2
ENSG00000105974.7	CAV1
ENSG00000198898.8	CAPZA2
ENSG00000196937.6	FAM3C
ENSG00000170807.11	LMOD2
ENSG00000106299.7	WASL
ENSG00000004059.6	ARF5
ENSG00000197157.6	SND1
ENSG00000174697.4	LEP
ENSG00000106348.12	IMPDH1
ENSG00000135245.9	HILPDA
ENSG00000243302.3	RP11-274B21.2
ENSG00000230715.2	RP11-274B21.4
ENSG00000243679.1	RP11-274B21.3
ENSG00000128595.12	CALU
ENSG00000128591.11	FLNC
ENSG00000128524.4	ATP6V1F
ENSG00000186591.7	UBE2H
ENSG00000158516.7	CPA2
ENSG00000091704.5	CPA1
ENSG00000128567.12	PODXL
ENSG00000106554.7	CHCHD3
ENSG00000085662.9	AKR1B1
ENSG00000198074.5	AKR1B10
ENSG00000122786.15	CALD1
ENSG00000146859.6	TMEM140
ENSG00000105887.10	MTPN
ENSG00000105894.7	PTN
ENSG00000182158.10	CREB3L2
ENSG00000146963.13	C7orf55-LUC7L2
ENSG00000133606.6	MKRN1
ENSG00000090266.8	NDUFB2
ENSG00000090263.11	MRPS33
ENSG00000106028.6	SSBP1
ENSG00000204983.8	PRSS1
ENSG00000250591.2	PRSS3P1
ENSG00000250606.4	PRSS3P2
ENSG00000211772.4	TRBC2
ENSG00000106123.7	EPHB6
ENSG00000159763.3	PIP
ENSG00000197448.9	GSTK1
ENSG00000159840.11	ZYX
ENSG00000055130.11	CUL1
ENSG00000155660.6	PDIA4
ENSG00000171130.13	ATP6V0E2
ENSG00000106538.5	RARRES2
ENSG00000214022.7	REPIN1
ENSG00000179144.4	GIMAP7
ENSG00000133574.5	GIMAP4
ENSG00000196329.6	GIMAP5
ENSG00000106565.13	TMEM176B
ENSG00000002933.3	TMEM176A
ENSG00000164889.8	SLC4A2
ENSG00000164896.15	FASTK
ENSG00000164897.8	TMUB1
ENSG00000133612.14	AGAP3
ENSG00000033050.3	ABCF2
ENSG00000082014.12	SMARCD3
ENSG00000013374.11	NUB1
ENSG00000106615.5	RHEB
ENSG00000186480.8	INSIG1
ENSG00000009335.13	UBE3C
ENSG00000105993.10	DNAJB6
ENSG00000117868.11	ESYT2
ENSG00000164825.3	DEFB1
ENSG00000164822.4	DEFA6
ENSG00000239839.1	DEFA3
ENSG00000164816.6	DEFA5
ENSG00000253230.2	LINC00599
ENSG00000079459.8	FDFT1
ENSG00000164733.16	CTSB
ENSG00000003989.12	SLC7A2
ENSG00000104760.12	FGL1
ENSG00000078674.13	PCM1
ENSG00000104763.13	ASAH1
ENSG00000104613.7	INTS10
ENSG00000175445.10	LPL
ENSG00000147416.6	ATP6V1B2
ENSG00000130227.12	XPO7
ENSG00000158856.13	DMTN
ENSG00000158863.17	FAM160B2
ENSG00000168476.7	REEP4
ENSG00000168484.8	SFTPC
ENSG00000168487.13	BMP1
ENSG00000168490.9	PHYHIP
ENSG00000104635.9	SLC39A14
ENSG00000120896.9	SORBS3
ENSG00000158941.12	CCAR2
ENSG00000120889.8	TNFRSF10B
ENSG00000147454.9	SLC25A37
ENSG00000104722.9	NEFM
ENSG00000104765.10	BNIP3L
ENSG00000092964.12	DPYSL2
ENSG00000120899.13	PTK2B
ENSG00000120885.15	CLU
ENSG00000168077.9	SCARA3
ENSG00000168079.12	SCARA5
ENSG00000186918.9	ZNF395
ENSG00000133872.9	TMEM66
ENSG00000104671.3	DCTN6
ENSG00000157110.11	RBPMS
ENSG00000104687.8	GSR
ENSG00000104695.8	PPP2CB
ENSG00000133878.4	DUSP26
ENSG00000183779.5	ZNF703
ENSG00000147471.7	PROSC
ENSG00000187840.4	EIF4EBP1
ENSG00000147465.7	STAR
ENSG00000077782.15	FGFR1
ENSG00000147526.15	TACC1
ENSG00000168615.7	ADAM9
ENSG00000176907.3	C8orf4
ENSG00000104332.7	SFRP1
ENSG00000147533.12	GOLGA7
ENSG00000104368.13	PLAT
ENSG00000104365.9	IKBKB
ENSG00000078668.9	VDAC3
ENSG00000168575.5	SLC20A2
ENSG00000165102.10	HGSNAT
ENSG00000221869.4	CEBPD
ENSG00000019549.4	SNAI2
ENSG00000047249.12	ATP6V1H
ENSG00000187735.8	TCEA1
ENSG00000137547.4	MRPL15
ENSG00000254087.3	LYN
ENSG00000008988.5	RPS20
ENSG00000104331.4	IMPAD1
ENSG00000137575.7	SDCBP
ENSG00000104388.10	RAB2A
ENSG00000198363.11	ASPH
ENSG00000245910.4	SNHG6
ENSG00000121022.9	COPS5
ENSG00000067167.3	TRAM1
ENSG00000147604.9	RPL7
ENSG00000104435.9	STMN2
ENSG00000164687.6	FABP5
ENSG00000147588.6	PMP2
ENSG00000170323.4	FABP4
ENSG00000176731.7	C8orf59
ENSG00000164879.6	CA3
ENSG00000104267.5	CA2
ENSG00000085719.7	CPNE3
ENSG00000104325.2	DECR1
ENSG00000164949.3	GEM
ENSG00000156467.5	UQCRB
ENSG00000169439.7	SDC2
ENSG00000104324.11	CPQ
ENSG00000147649.5	MTDH
ENSG00000104341.12	LAPTM4B
ENSG00000132561.9	MATN2
ENSG00000156482.6	RPL30
ENSG00000132541.6	HRSP12
ENSG00000164919.6	COX6C
ENSG00000147669.6	POLR2K
ENSG00000034677.7	RNF19A
ENSG00000070756.9	PABPC1
ENSG00000164924.13	YWHAZ
ENSG00000104517.8	UBR5
ENSG00000155090.10	KLF10
ENSG00000155096.9	AZIN1
ENSG00000164932.8	CTHRC1
ENSG00000104408.5	EIF3E
ENSG00000104412.3	EMC2
ENSG00000120533.8	ENY2
ENSG00000147677.6	EIF3H
ENSG00000164754.8	RAD21
ENSG00000147676.9	MAL2
ENSG00000136999.4	NOV
ENSG00000136960.8	ENPP2
ENSG00000187955.7	COL14A1
ENSG00000136986.5	DERL1
ENSG00000156804.3	FBXO32
ENSG00000147684.3	NDUFB9
ENSG00000173334.3	TRIB1
ENSG00000136997.10	MYC
ENSG00000132294.9	EFR3A
ENSG00000042832.7	TG
ENSG00000240237.1	CTD-2182N23.1
ENSG00000104419.10	NDRG1
ENSG00000184489.7	PTP4A3
ENSG00000167653.4	PSCA
ENSG00000126233.1	SLURP1
ENSG00000180155.14	LYNX1
ENSG00000167656.4	LY6D
ENSG00000160882.7	CYP11B1
ENSG00000160932.6	LY6E
ENSG00000104518.6	GSDMD
ENSG00000147813.11	NAPRT1
ENSG00000104529.13	EEF1D
ENSG00000104522.11	TSTA3
ENSG00000180900.12	SCRIB
ENSG00000179950.9	PUF60
ENSG00000185189.11	NRBP2
ENSG00000178209.10	PLEC
ENSG00000178685.9	PARP10
ENSG00000178719.12	GRINA
ENSG00000197858.6	GPAA1
ENSG00000179091.4	CYC1
ENSG00000179526.12	SHARPIN
ENSG00000179632.5	MAF1
ENSG00000185122.6	HSF1
ENSG00000185000.5	DGAT1
ENSG00000185803.4	SLC52A2
ENSG00000071894.10	CPSF1
ENSG00000160948.9	VPS28
ENSG00000187954.8	CYHR1
ENSG00000167702.7	KIFC2
ENSG00000160972.5	PPP1R16A
ENSG00000161016.11	RPL8
ENSG00000182307.8	C8orf33
ENSG00000107104.14	KANK1
ENSG00000080503.15	SMARCA2
ENSG00000147853.12	AK3
ENSG00000164985.10	PSIP1
ENSG00000155876.4	RRAGA
ENSG00000147872.5	PLIN2
ENSG00000137154.8	RPS6
ENSG00000165264.6	NDUFB6
ENSG00000086061.11	DNAJA1
ENSG00000086062.8	B4GALT1
ENSG00000107262.12	BAG1
ENSG00000086065.9	CHMP5
ENSG00000165272.10	AQP3
ENSG00000010438.12	PRSS3
ENSG00000107341.4	UBE2R2
ENSG00000165006.9	UBAP1
ENSG00000164978.13	NUDT2
ENSG00000164970.10	FAM219A
ENSG00000168913.6	ENHO
ENSG00000122756.10	CNTFR
ENSG00000147955.12	SIGMAR1
ENSG00000213930.7	GALT
ENSG00000137070.13	IL11RA
ENSG00000172724.7	CCL19
ENSG00000137077.3	CCL21
ENSG00000165280.11	VCP
ENSG00000165283.11	STOML2
ENSG00000198722.8	UNC13B
ENSG00000198853.7	RUSC2
ENSG00000107140.11	TESK1
ENSG00000159884.7	CCDC107
ENSG00000198467.9	TPM2
ENSG00000137076.14	TLN1
ENSG00000107175.6	CREB3
ENSG00000070610.10	GBA2
ENSG00000122694.11	GLIPR2
ENSG00000122705.12	CLTA
ENSG00000137106.13	GRHPR
ENSG00000137124.6	ALDH1B1
ENSG00000154330.8	PGM5
ENSG00000119139.12	TJP2
ENSG00000165072.9	MAMDC2
ENSG00000119138.3	KLF9
ENSG00000107372.8	ZFAND5
ENSG00000165092.8	ALDH1A1
ENSG00000135046.9	ANXA1
ENSG00000134996.11	OSTF1
ENSG00000106772.13	PRUNE2
ENSG00000156052.6	GNAQ
ENSG00000135069.9	PSAT1
ENSG00000196781.9	TLE1
ENSG00000135018.9	UBQLN1
ENSG00000165119.14	HNRNPK
ENSG00000135052.12	GOLM1
ENSG00000180447.5	GAS1
ENSG00000135047.10	CTSL
ENSG00000106723.12	SPIN1
ENSG00000123975.4	CKS2
ENSG00000130222.6	GADD45G
ENSG00000165030.3	NFIL3
ENSG00000196305.13	IARS
ENSG00000106809.6	OGN
ENSG00000106819.7	ASPN
ENSG00000185963.9	BICD2
ENSG00000165233.13	C9orf89
ENSG00000131669.5	NINJ1
ENSG00000048828.12	FAM120A
ENSG00000197724.6	PHF2
ENSG00000148110.11	HIATL1
ENSG00000165140.5	FBP1
ENSG00000130956.9	HABP4
ENSG00000136842.9	TMOD1
ENSG00000136938.8	ANP32B
ENSG00000204291.6	COL15A1
ENSG00000106803.5	SEC61B
ENSG00000136872.13	ALDOB
ENSG00000119318.8	RAD23B
ENSG00000136826.10	KLF4
ENSG00000119326.10	CTNNAL1
ENSG00000106771.8	TMEM245
ENSG00000241978.5	AKAP2
ENSG00000136810.8	TXN
ENSG00000198121.9	LPAR1
ENSG00000136813.10	KIAA0368
ENSG00000106853.12	PTGR1
ENSG00000242616.3	GNG10
ENSG00000148154.5	UGCG
ENSG00000119471.10	HSDL2
ENSG00000119431.5	HDHD3
ENSG00000148218.11	ALAD
ENSG00000148229.8	POLE3
ENSG00000106927.7	AMBP
ENSG00000229314.4	ORM1
ENSG00000228278.2	ORM2
ENSG00000136888.6	ATP6V1G1
ENSG00000041982.10	TNC
ENSG00000119396.6	RAB14
ENSG00000148180.12	GSN
ENSG00000148175.8	STOM
ENSG00000136848.12	DAB2IP
ENSG00000119421.5	NDUFA8
ENSG00000095303.10	PTGS1
ENSG00000011454.12	RABGAP1
ENSG00000136930.8	PSMB7
ENSG00000136942.10	RPL35
ENSG00000136950.9	ARPC5L
ENSG00000119414.7	PPP6C
ENSG00000044574.7	HSPA5
ENSG00000119487.12	MAPKAP1
ENSG00000136859.5	ANGPTL2
ENSG00000197958.8	RPL12
ENSG00000136830.7	FAM129B
ENSG00000136854.13	STXBP1
ENSG00000136807.7	CDK9
ENSG00000136877.10	FPGS
ENSG00000106991.9	ENG
ENSG00000106992.13	AK1
ENSG00000160408.10	ST6GALNAC6
ENSG00000136908.13	DPM2
ENSG00000167106.7	FAM102A
ENSG00000148334.10	PTGES2
ENSG00000148346.7	LCN2
ENSG00000171159.4	C9orf16
ENSG00000148337.15	CIZ1
ENSG00000106976.14	DNM1
ENSG00000167110.12	GOLGA2
ENSG00000167114.8	SLC27A4
ENSG00000167118.6	URM1
ENSG00000167123.14	CERCAM
ENSG00000197694.9	SPTAN1
ENSG00000119333.7	WDR34
ENSG00000119335.12	SET
ENSG00000160445.6	ZER1
ENSG00000136802.7	LRRC8A
ENSG00000148341.13	SH3GLB2
ENSG00000095321.12	CRAT
ENSG00000119383.15	PPP2R4
ENSG00000136819.10	C9orf78
ENSG00000187239.12	FNBP1
ENSG00000107130.6	NCS1
ENSG00000130707.13	ASS1
ENSG00000097007.13	ABL1
ENSG00000126878.8	AIF1L
ENSG00000130723.13	PRRC2B
ENSG00000130717.8	UCK1
ENSG00000107263.14	RAPGEF1
ENSG00000196205.7	EEF1A1P5
ENSG00000148308.13	GTF3C5
ENSG00000170835.10	CEL
ENSG00000160271.10	RALGDS
ENSG00000148296.5	SURF6
ENSG00000148303.12	RPL7A
ENSG00000148290.5	SURF1
ENSG00000148291.5	SURF2
ENSG00000148248.9	SURF4
ENSG00000196363.5	WDR5
ENSG00000186350.8	RXRA
ENSG00000130635.11	COL5A1
ENSG00000085265.6	FCN1
ENSG00000130558.14	OLFM1
ENSG00000122140.6	MRPS2
ENSG00000130560.4	UBAC1
ENSG00000148411.3	NACC2
ENSG00000165689.12	SDCCAG3
ENSG00000172889.11	EGFL7
ENSG00000169692.8	AGPAT2
ENSG00000244187.3	TMEM141
ENSG00000196642.11	RABL6
ENSG00000054148.13	PHPT1
ENSG00000107223.8	EDF1
ENSG00000159069.9	FBXW5
ENSG00000107317.7	PTGDS
ENSG00000148362.6	C9orf142
ENSG00000169583.12	CLIC3
ENSG00000107331.12	ABCA2
ENSG00000107281.5	NPDC1
ENSG00000177239.10	MAN1B1
ENSG00000176978.9	DPP7
ENSG00000176248.7	ANAPC2
ENSG00000176101.7	SSNA1
ENSG00000187713.5	TMEM203
ENSG00000188229.5	TUBB4B
ENSG00000188986.4	NELFB
ENSG00000165802.15	NSMF
ENSG00000182154.7	MRPL41
ENSG00000197070.9	ARRDC1
ENSG00000015171.14	ZMYND11
ENSG00000067064.6	IDI1
ENSG00000067057.12	PFKP
ENSG00000107959.11	PITRM1
ENSG00000067082.10	KLF6
ENSG00000196139.7	AKR1C3
ENSG00000173848.14	NET1
ENSG00000178372.6	CALML5
ENSG00000178363.3	CALML3
ENSG00000057608.12	GDI2
ENSG00000134453.11	RBM17
ENSG00000170525.14	PFKFB3
ENSG00000165629.15	ATP5C1
ENSG00000134463.10	ECHDC3
ENSG00000151465.9	CDC123
ENSG00000151468.9	CCDC3
ENSG00000123240.12	OPTN
ENSG00000107537.9	PHYH
ENSG00000077943.7	ITGA8
ENSG00000148484.13	RSU1
ENSG00000026025.9	VIM
ENSG00000148444.11	COMMD3
ENSG00000168283.9	BMI1
ENSG00000150867.9	PIP4K2A
ENSG00000148450.8	MSRB2
ENSG00000107863.12	ARHGAP21
ENSG00000136754.12	ABI1
ENSG00000136758.14	YME1L1
ENSG00000099246.12	RAB18
ENSG00000095787.17	WAC
ENSG00000197321.10	SVIL
ENSG00000148516.17	ZEB1
ENSG00000170759.10	KIF5B
ENSG00000150093.14	ITGB1
ENSG00000108100.13	CCNY
ENSG00000169826.6	CSGALNACT2
ENSG00000169813.12	HNRNPF
ENSG00000169740.9	ZNF32
ENSG00000107562.12	CXCL12
ENSG00000107551.16	RASSF4
ENSG00000165507.8	C10orf10
ENSG00000165512.4	ZNF22
ENSG00000012779.6	ALOX5
ENSG00000138294.9	MSMB
ENSG00000138293.15	NCOA4
ENSG00000107984.5	DKK1
ENSG00000108091.10	CCDC6
ENSG00000150347.10	ARID5B
ENSG00000096746.13	HNRNPH3
ENSG00000060339.9	CCAR1
ENSG00000107625.8	DDX50
ENSG00000165732.8	DDX21
ENSG00000198954.4	KIAA1279
ENSG00000122862.4	SRGN
ENSG00000122958.10	VPS26A
ENSG00000156515.17	HK1
ENSG00000099282.5	TSPAN15
ENSG00000079332.10	SAR1A
ENSG00000180817.7	PPA1
ENSG00000148730.6	EIF4EBP2
ENSG00000166228.4	PCBD1
ENSG00000107738.15	C10orf54
ENSG00000197746.9	PSAP
ENSG00000107742.8	SPOCK2
ENSG00000166295.4	ANAPC16
ENSG00000168209.4	DDIT4
ENSG00000107745.12	MICU1
ENSG00000122884.8	P4HA1
ENSG00000182180.9	MRPS16
ENSG00000138279.11	ANXA7
ENSG00000107758.11	PPP3CB
ENSG00000177791.11	MYOZ1
ENSG00000176986.10	SEC24C
ENSG00000172586.7	CHCHD1
ENSG00000214655.6	ZSWIM8
ENSG00000148660.16	CAMK2G
ENSG00000035403.12	VCL
ENSG00000165637.9	VDAC2
ENSG00000165655.14	ZNF503
ENSG00000138326.14	RPS24
ENSG00000108175.12	ZMIZ1
ENSG00000108179.9	PPIF
ENSG00000165424.6	ZCCHC24
ENSG00000185303.11	SFTPA2
ENSG00000122852.10	SFTPA1
ENSG00000189129.9	PLAC9
ENSG00000122359.13	ANXA11
ENSG00000122378.9	FAM213A
ENSG00000165678.15	GHITM
ENSG00000122367.15	LDB3
ENSG00000173269.9	MMRN2
ENSG00000173267.9	SNCG
ENSG00000188100.8	FAM25A
ENSG00000148672.7	GLUD1
ENSG00000198682.8	PAPSS2
ENSG00000171862.5	PTEN
ENSG00000182333.10	LIPF
ENSG00000180139.10	ACTA2-AS1
ENSG00000107796.8	ACTA2
ENSG00000107798.13	LIPA
ENSG00000148677.6	ANKRD1
ENSG00000119938.8	PPP1R3C
ENSG00000107854.5	TNKS2
ENSG00000095564.9	BTAF1
ENSG00000138119.12	MYOF
ENSG00000138207.8	RBP4
ENSG00000107438.4	PDLIM1
ENSG00000095637.16	SORBS1
ENSG00000059573.4	ALDH18A1
ENSG00000119977.16	TCTN3
ENSG00000077147.10	TM9SF3
ENSG00000236552.1	RPL13AP5
ENSG00000171314.8	PGAM1
ENSG00000155229.16	MMS19
ENSG00000165886.4	UBTD1
ENSG00000165887.7	ANKRD2
ENSG00000119986.6	AVPI1
ENSG00000155254.8	MARVELD1
ENSG00000155256.13	ZFYVE27
ENSG00000120057.4	SFRP5
ENSG00000107521.14	HPS1
ENSG00000120053.9	GOT1
ENSG00000155287.6	SLC25A28
ENSG00000119929.8	CUTC
ENSG00000196072.7	BLOC1S2
ENSG00000099194.5	SCD
ENSG00000166136.11	NDUFB8
ENSG00000055950.12	MRPL43
ENSG00000107816.13	LZTS2
ENSG00000107819.9	SFXN3
ENSG00000107829.9	FBXW4
ENSG00000198408.9	MGEA5
ENSG00000120049.14	KCNIP2
ENSG00000198728.6	LDB1
ENSG00000166197.12	NOLC1
ENSG00000107862.4	GBF1
ENSG00000077150.13	NFKB2
ENSG00000059915.12	PSD
ENSG00000107872.8	FBXL15
ENSG00000107874.6	CUEDC2
ENSG00000138107.7	ACTR1A
ENSG00000171206.9	TRIM8
ENSG00000166272.12	WBP1L
ENSG00000148795.5	CYP17A1
ENSG00000166275.11	C10orf32
ENSG00000076685.14	NT5C2
ENSG00000173915.8	USMG5
ENSG00000138172.6	CALHM2
ENSG00000107957.12	SH3PXD2A
ENSG00000065613.9	SLK
ENSG00000065618.12	COL17A1
ENSG00000148834.8	GSTO1
ENSG00000148841.11	ITPRIP
ENSG00000108039.13	XPNPEP1
ENSG00000148700.9	ADD3
ENSG00000119950.16	MXI1
ENSG00000138166.5	DUSP5
ENSG00000108055.9	SMC3
ENSG00000150593.11	PDCD4
ENSG00000023041.7	ZDHHC6
ENSG00000197893.9	NRAP
ENSG00000099204.14	ABLIM1
ENSG00000175535.6	PNLIP
ENSG00000187021.10	PNLIPRP1
ENSG00000165862.10	PNLIPRP2
ENSG00000107581.8	EIF3A
ENSG00000165672.5	PRDX3
ENSG00000198873.10	GRK5
ENSG00000148908.10	RGS10
ENSG00000151923.13	TIAL1
ENSG00000151929.5	BAG3
ENSG00000107672.10	NSMCE4A
ENSG00000166033.7	HTRA1
ENSG00000138161.8	CUZD1
ENSG00000154473.13	BUB3
ENSG00000121898.8	CPXM2
ENSG00000065154.7	OAT
ENSG00000019995.6	ZRANB1
ENSG00000108010.7	GLRX3
ENSG00000176171.7	BNIP3
ENSG00000068383.14	INPP5A
ENSG00000166917.7	MIR202
ENSG00000130640.9	TUBGCP2
ENSG00000127884.4	ECHS1
ENSG00000148824.14	MTG1
ENSG00000130649.5	CYP2E1
ENSG00000177951.13	BET1L
ENSG00000177963.8	RIC8A
ENSG00000185627.13	PSMD13
ENSG00000142102.11	ATHL1
ENSG00000185201.12	IFITM2
ENSG00000185885.11	IFITM1
ENSG00000142089.11	IFITM3
ENSG00000184363.5	PKP3
ENSG00000185187.8	SIGIRR
ENSG00000023191.12	RNH1
ENSG00000174775.12	HRAS
ENSG00000070047.7	PHRF1
ENSG00000185507.15	IRF7
ENSG00000177106.10	EPS8L2
ENSG00000177156.6	TALDO1
ENSG00000177225.12	PDDC1
ENSG00000184524.5	CEND1
ENSG00000177600.4	RPLP2
ENSG00000177666.11	PNPLA2
ENSG00000177697.13	CD151
ENSG00000177700.5	POLR2L
ENSG00000214063.6	TSPAN4
ENSG00000183020.9	AP2A2
ENSG00000078902.11	TOLLIP
ENSG00000182208.8	MOB2
ENSG00000117984.8	CTSD
ENSG00000130598.11	TNNI2
ENSG00000130592.9	LSP1
ENSG00000130595.12	TNNT3
ENSG00000214026.6	MRPL23
ENSG00000130600.11	H19
ENSG00000167244.13	IGF2
ENSG00000254647.2	INS
ENSG00000110651.7	CD81
ENSG00000184281.10	TSSC4
ENSG00000129757.8	CDKN1C
ENSG00000205531.8	NAP1L4
ENSG00000177105.9	RHOG
ENSG00000167323.5	STIM1
ENSG00000244734.2	HBB
ENSG00000223609.3	HBD
ENSG00000132274.11	TRIM22
ENSG00000051009.6	FAM160A2
ENSG00000170955.9	PRKCDBP
ENSG00000166311.5	SMPD1
ENSG00000166313.14	APBB1
ENSG00000110169.6	HPX
ENSG00000132254.8	ARFIP2
ENSG00000132286.7	TIMM10B
ENSG00000166333.9	ILK
ENSG00000166337.5	TAF10
